"","yearMonth15","station_id","depth","A-TOT","BOD5","Chl-a","CO2","Density","NH4-N","NO2-N","NO3-N","NO3-N + NO2-N","NO3/PO4","O2","O2_sat","Org-N","pH","PO4-P","SAL","SECCHI","SiO3-Si","T","TOT-N","TOT-N/TOT-P","TOT-P"
"144",1980-06-15,"00MA",16,2.77,NA,NA,2.32,26.54,0.69,0.17,0.05,0.22,0.11,238.93,103.7,NA,8.35,0.44,37.09,NA,NA,19.4,NA,NA,0.41
"145",1980-07-15,"000K",0,2.63,96.91,NA,2.21,23.96,2,0.01,0.13,0.14,0.72,253.22,115.9,NA,8.37,0.18,34.99,NA,NA,23,NA,NA,6.93
"146",1980-07-15,"000K",5,2.55,NA,NA,2.06,24.4,8.77,0.03,0.19,0.22,0.86,259.47,117.6,NA,8.45,0.22,35.37,NA,NA,22.4,NA,NA,1.17
"147",1980-07-15,"000K",10,2.91,NA,NA,2.37,24.78,7.52,0.02,0.06,0.08,0.29,246.52,111.3,NA,8.43,0.21,35.7,NA,NA,22,NA,NA,0.8
"148",1980-07-15,"000K",16,2.63,30.37,NA,2.17,25.53,6.1,0.01,0.34,0.35,2.62,228.21,100.9,NA,8.4,0.13,36.22,NA,NA,20.7,NA,NA,1.01
"149",1980-07-15,"00MA",0,2.58,NA,NA,2.01,24.5,1.89,0.01,0.13,0.14,0.62,245.18,114.2,NA,8.48,0.21,35.99,NA,NA,23.7,NA,NA,0.62
"150",1980-07-15,"00MA",5,2.67,NA,NA,2.17,24.53,1.74,0.01,0.19,0.2,1.27,249.65,114.5,NA,8.45,0.15,35.73,NA,NA,22.9,NA,NA,0.37
"151",1980-07-15,"00MA",10,2.63,NA,NA,2.15,25.67,1.63,0.02,0.16,0.18,1.6,233.57,105.9,NA,8.37,0.1,36.85,NA,NA,21.9,NA,NA,0.41
"152",1980-07-15,"00MA",16,2.59,NA,NA,2.18,26.23,1.8,0.01,0.43,0.44,2.87,239.82,107.3,NA,8.29,0.15,37.23,NA,NA,21,NA,NA,0.26
"153",1980-08-15,"000K",0,2.73,27.69,NA,2.31,23.5,1.11,0.05,0.9,0.95,7.5,238.04,107.9,NA,8.36,0.12,34.27,NA,NA,22.72,NA,NA,0.85
"154",1980-08-15,"000K",5,2.77,NA,NA,2.31,24.3,0.59,0.07,0.15,0.22,2.5,NA,NA,NA,8.38,0.06,35.21,NA,NA,22.32,NA,NA,2.25
"155",1980-08-15,"000K",10,2.75,NA,NA,2.33,24.26,1.5,0.12,0.49,0.61,3.06,NA,NA,NA,8.36,0.16,35.21,NA,NA,22.47,NA,NA,0.46
"156",1980-08-15,"000K",16,2.75,24.56,NA,2.3,25.99,1.58,0.12,0.54,0.66,2.08,211.69,94.4,NA,8.34,0.26,36.91,NA,NA,20.91,NA,NA,1.11
"157",1980-08-15,"00MA",0,2.67,NA,NA,2.29,21.79,0.43,0.02,0.16,0.18,2.67,243.4,110.6,NA,8.32,0.06,32.3,NA,NA,23.46,NA,NA,0.25
"158",1980-08-15,"00MA",16,2.68,NA,NA,2.26,25.65,0.99,0.05,0.32,0.37,3.2,256.35,116,NA,8.31,0.1,36.76,NA,NA,21.77,NA,NA,0.23
"159",1980-09-15,"000K",0,2.49,35.28,NA,2.06,25,0.01,0.01,0.05,0.06,0.83,214.37,97.7,NA,8.38,0.06,36.13,NA,NA,22.35,NA,NA,0.09
"160",1980-09-15,"000K",16,2.53,31.71,NA,2.18,25.34,3.85,0.03,0.14,0.17,0.88,156.76,72.2,NA,8.18,0.16,36.78,NA,NA,22.83,NA,NA,0.19
"161",1980-09-15,"00MA",0,2.77,NA,NA,2.31,24.74,2.18,0.01,0.24,0.25,0.36,234.47,107.6,NA,8.37,0.66,35.93,NA,NA,22.73,NA,NA,0.9
"162",1980-09-15,"00MA",16,2.74,NA,NA,2.36,25.97,0.94,0.01,0.16,0.17,4,206.33,92,NA,8.27,0.04,36.91,NA,NA,20.95,NA,NA,0.27
"163",1980-10-15,"000K",0,2.83,26.35,NA,2.37,25.93,3.07,0.7,3.44,4.14,14.96,216.6,91,NA,8.39,0.23,35.88,NA,NA,18.14,NA,NA,NA
"164",1980-10-15,"000K",5,3.01,NA,NA,2.57,25.94,3.69,0.82,2.96,3.78,49.33,203.65,85.4,NA,8.36,0.06,35.84,NA,NA,18.01,NA,NA,NA
"165",1980-10-15,"000K",10,3.03,NA,NA,2.55,26.05,3.9,0.87,2.91,3.78,10.03,193.38,81.9,NA,8.36,0.29,36.11,NA,NA,18.4,NA,NA,NA
"166",1980-10-15,"000K",16,2.83,20.54,NA,2.37,26.07,4.42,2.09,0.01,2.1,0.03,159.88,68.8,NA,8.35,0.29,36.42,NA,NA,19.2,NA,NA,NA
"167",1980-10-15,"00MA",0,3.04,NA,NA,2.6,24.96,2.5,0.94,2.35,3.29,15.67,225.53,93.7,NA,8.34,0.15,34.51,NA,NA,17.86,NA,NA,NA
"168",1980-10-15,"00MA",5,3.05,NA,NA,2.61,25.87,2.86,1,1.4,2.4,7.37,NA,NA,NA,8.34,0.19,35.77,NA,NA,18.09,NA,NA,NA
"169",1980-10-15,"00MA",10,3.02,NA,NA,2.54,26.12,3.02,0.92,0.01,0.93,0.05,NA,NA,NA,8.33,0.21,36.17,NA,NA,18.29,NA,NA,NA
"170",1980-10-15,"00MA",16,3.03,NA,NA,2.58,26.16,2.91,0.49,0.01,0.5,0.05,197.4,84.3,NA,8.31,0.22,36.38,NA,NA,18.76,NA,NA,NA
"171",1980-11-15,"000K",0,2.85,46.89,NA,2.47,26.51,7.2,0.5,0.5,1,2.27,263.05,100.3,NA,8.36,0.22,35.21,NA,NA,13.36,NA,NA,NA
"172",1980-11-15,"000K",5,2.87,17.86,NA,2.44,27.57,3.96,0.68,0.68,1.36,11.33,230.89,90.8,NA,8.37,0.06,36.87,NA,NA,14.44,NA,NA,NA
"173",1980-11-15,"000K",10,2.76,19.65,NA,2.34,27.85,2.93,0.95,0.95,1.9,9.5,208.12,82.4,NA,8.35,0.1,37.3,NA,NA,14.61,NA,NA,NA
"174",1980-11-15,"000K",16,2.78,8.93,NA,2.36,27.84,3.79,1.33,1.33,2.66,8.87,200.97,79.1,NA,8.34,0.15,37.19,NA,NA,14.28,NA,NA,NA
"175",1980-11-15,"00MA",0,3.11,63.42,NA,2.82,21.85,14.79,1.13,0.49,1.62,12.25,285.82,100.8,NA,8.3,0.04,28.77,NA,NA,11.65,NA,NA,NA
"176",1980-11-15,"00MA",5,2.78,30.37,NA,2.36,27.41,3.43,0.96,1.13,2.09,16.14,231.34,91.8,NA,8.36,0.07,36.78,NA,NA,14.83,NA,NA,NA
"177",1980-11-15,"00MA",10,2.78,45.55,NA,2.36,27.98,4.5,1.04,0.96,2,7.38,218.83,86.7,NA,8.35,0.13,37.47,NA,NA,14.64,NA,NA,NA
"178",1980-11-15,"00MA",16,2.85,36.17,NA,2.4,27.78,3.56,0.34,1.04,1.38,34.67,223.3,88.3,NA,8.38,0.03,37.18,NA,NA,14.5,NA,NA,NA
"179",1980-12-15,"000K",0,2.88,16.52,NA,2.52,26.81,7.71,0.85,0.85,1.7,7.08,274.21,96.2,NA,8.36,0.12,34.7,NA,NA,9.59,NA,NA,NA
"180",1980-12-15,"000K",5,2.87,26.35,NA,2.47,28.66,6.28,0.84,0.84,1.68,4.67,278.23,99,NA,8.34,0.18,37.07,NA,NA,9.59,NA,NA,NA
"181",1980-12-15,"000K",10,2.81,23.67,NA,2.42,28.79,7.46,0.9,0.9,1.8,15,260.81,93.1,NA,8.34,0.06,37.25,NA,NA,9.68,NA,NA,NA
"182",1980-12-15,"000K",16,2.82,18.76,NA,2.43,28.73,4.75,0.84,0.84,1.68,28,259.92,92.8,NA,8.33,0.03,37.18,NA,NA,9.74,NA,NA,NA
"183",1980-12-15,"00MA",0,2.78,20.1,NA,2.39,28.66,6.11,0.66,0.66,1.32,16.5,268.41,95.5,NA,8.36,0.04,37.07,NA,NA,9.59,NA,NA,NA
"184",1980-12-15,"00MA",5,2.81,30.82,NA,2.38,28.72,6.83,0.68,0.68,1.36,5.67,267.07,95.2,NA,8.38,0.12,37.14,NA,NA,9.59,NA,NA,NA
"185",1980-12-15,"00MA",10,2.81,10.27,NA,2.38,28.73,5.65,0.72,0.72,1.44,10.29,259.92,93,NA,8.38,0.07,37.19,NA,NA,9.77,NA,NA,NA
"186",1980-12-15,"00MA",16,2.76,88.87,NA,2.38,29.08,5.89,0.73,0.73,1.46,7.3,252.33,92.9,NA,8.5,0.1,37.9,NA,NA,10.93,NA,NA,NA
"187",1981-01-15,"000K",0,NA,31.26,NA,NA,NA,9.11,0.11,0.6,0.71,30,312.17,NA,NA,NA,0.02,38.42,NA,NA,NA,NA,NA,NA
"188",1981-01-15,"000K",5,NA,20.99,NA,NA,NA,5.59,0.19,0.75,0.94,25,275.11,NA,NA,NA,0.03,37.52,NA,NA,NA,NA,NA,NA
"189",1981-01-15,"000K",10,NA,41.09,NA,NA,NA,6.85,0.43,1.65,2.08,41.25,280.91,NA,NA,NA,0.04,38.31,NA,NA,NA,NA,NA,NA
"190",1981-01-15,"000K",16,NA,NA,NA,NA,NA,5.14,0.18,0.72,0.9,36,114.78,NA,NA,NA,0.02,38.42,NA,NA,NA,NA,NA,NA
"191",1981-01-15,"00MA",0,NA,25.46,NA,NA,NA,5.59,0.19,1.82,2.01,91,288.5,NA,NA,NA,0.02,38.51,NA,NA,NA,NA,NA,NA
"192",1981-01-15,"00MA",5,NA,50.91,NA,NA,NA,4.24,0.18,2.15,2.33,23.89,212.58,NA,NA,NA,0.09,38.21,NA,NA,NA,NA,NA,NA
"193",1981-01-15,"00MA",10,NA,28.58,NA,NA,NA,4.68,0.21,1.84,2.05,61.33,290.29,NA,NA,NA,0.03,38.28,NA,NA,NA,NA,NA,NA
"194",1981-01-15,"00MA",16,NA,NA,NA,NA,NA,5.59,0.21,2.18,2.39,218,221.07,NA,NA,NA,0.01,38.48,NA,NA,NA,NA,NA,NA
"195",1981-02-15,"00MA",0,2.67,20.54,NA,2.29,29.95,2.98,NA,0.46,0.47,3.54,281.8,95.3,NA,8.41,0.13,38.17,NA,NA,7,NA,NA,NA
"196",1981-02-15,"00MA",5,2.71,23.67,NA,2.33,30.48,2.44,0.1,0.67,0.77,67,291.63,100,NA,8.38,NA,38.93,NA,NA,7.38,NA,NA,NA
"197",1981-02-15,"00MA",10,2.71,63.86,NA,2.33,30.42,1.98,0.09,0.71,0.8,71,287.16,98.9,NA,8.38,NA,38.91,NA,NA,7.61,NA,NA,NA
"198",1981-02-15,"00MA",16,2.73,28.58,NA,2.35,30.35,1.75,0.09,0.48,0.57,48,286.72,98.6,NA,8.37,NA,38.8,NA,NA,7.59,NA,NA,NA
"199",1981-03-15,"000K",0,2.82,40.19,NA,2.41,28.85,3.52,0.07,0.22,0.29,1.16,294.31,103.4,NA,8.38,0.19,37.19,NA,NA,9,NA,NA,NA
"200",1981-03-15,"000K",5,2.76,35.28,NA,2.41,29.56,2.98,0.07,0.58,0.65,0.75,293.42,103,NA,8.33,0.77,38.03,NA,NA,8.68,NA,NA,NA
"201",1981-03-15,"000K",10,2.76,32.16,NA,2.41,30.19,3.21,NA,0.31,0.32,2.38,301.9,104.3,NA,8.34,0.13,38.64,NA,NA,7.79,NA,NA,NA
"202",1981-03-15,"000K",16,2.79,41.53,NA,2.54,30.05,3.21,0.02,0.33,0.35,8.25,292.97,101.1,NA,8.34,0.04,38.46,NA,NA,7.77,NA,NA,NA
"203",1981-03-15,"00MA",0,2.73,32.6,NA,2.32,29.27,3.29,0.07,1.12,1.19,7.47,287.61,100.8,NA,8.41,0.15,36.73,NA,NA,9,NA,NA,NA
"204",1981-03-15,"00MA",5,2.77,17.86,NA,2.36,29.01,2.67,0.07,1.18,1.25,7.87,285.38,100.6,NA,8.4,0.15,37.39,NA,NA,9.01,NA,NA,NA
"205",1981-03-15,"00MA",10,2.7,15.63,NA,2.32,29.61,3.06,0.06,1.31,1.37,14.56,288.95,101.2,NA,8.41,0.09,38.08,NA,NA,8.6,NA,NA,NA
"206",1981-03-15,"00MA",16,2.7,26.8,NA,2.3,29.73,3.91,0.21,1.05,1.26,8.08,294.76,103.2,NA,8.42,0.13,38.21,NA,NA,8.5,NA,NA,NA
"207",1981-04-15,"000K",0,2.62,47.79,NA,2.22,28.7,6.27,0.06,0.14,0.2,1.17,276.45,108.9,NA,8.38,0.12,37.84,NA,NA,12.6,NA,NA,NA
"208",1981-04-15,"000K",5,2.67,31.71,NA,2.27,28.52,2.44,0.04,0.28,0.32,14,269.75,103.6,NA,8.36,0.02,37.75,NA,NA,13.06,NA,NA,NA
"209",1981-04-15,"000K",10,2.55,41.09,NA,2.15,27.9,2.13,0.06,0.13,0.19,6.5,286.27,105.9,NA,8.39,0.02,36.69,NA,NA,11.7,NA,NA,NA
"210",1981-04-15,"000K",16,2.62,25.9,NA,2.22,29.2,1.68,0.04,0.11,0.15,0.39,280.02,102.7,NA,8.41,0.28,37.95,NA,NA,10.69,NA,NA,NA
"211",1981-04-15,"00MA",0,2.77,158.54,NA,2.33,27.44,NA,0.06,0.73,0.79,3.32,273.77,108.1,NA,8.38,0.22,36.78,NA,NA,14.6,NA,NA,NA
"212",1981-04-15,"00MA",5,2.73,76.82,NA,2.32,28.7,0.18,0.05,0.34,0.39,2.13,296.1,113.9,NA,8.42,0.16,37.94,NA,NA,12.91,NA,NA,NA
"213",1981-04-15,"00MA",10,2.73,139.34,NA,2.32,29.18,NA,0.04,NA,0.05,0.1,284.48,107.7,NA,8.42,0.1,38.28,NA,NA,12.12,NA,NA,NA
"214",1981-04-15,"00MA",16,2.71,131.75,NA,2.32,28.98,1.53,0.08,NA,0.09,0.06,288.06,107.6,NA,8.34,0.18,37.95,NA,NA,11.52,NA,NA,NA
"215",1981-05-15,"000K",0,2.68,165.24,NA,2.39,22.61,NA,0.06,0.63,0.69,2.1,279.12,118.8,NA,8.18,0.3,31.76,NA,NA,20.1,NA,NA,NA
"216",1981-05-15,"000K",5,2.73,25.01,NA,2.39,25.62,NA,0.01,0.68,0.69,11.33,205.88,82.5,NA,8.28,0.06,34.79,NA,NA,15.97,NA,NA,NA
"217",1981-05-15,"000K",10,2.75,45.11,NA,2.39,27.3,NA,0.06,0.17,0.23,0.61,269.75,99.8,NA,8.28,0.28,36.06,NA,NA,12.67,NA,NA,NA
"218",1981-05-15,"000K",16,2.79,52.25,NA,2.47,27.37,0.61,0.05,0.21,0.26,1,242.95,90.7,NA,8.25,0.21,36.02,NA,NA,12.1,NA,NA,NA
"219",1981-05-15,"00MA",0,2.71,33.94,NA,2.44,25.58,2.14,0.01,0.5,0.51,1.85,251.44,105.8,NA,8.16,0.27,35.39,NA,NA,18.3,NA,NA,NA
"220",1981-05-15,"00MA",5,2.54,16.08,NA,2.18,26.95,3.79,0.04,0.67,0.71,0.26,255.46,102.5,NA,8.3,2.55,36.36,NA,NA,15.47,NA,NA,NA
"221",1981-05-15,"00MA",10,2.43,33.05,NA,2.08,27.68,2.53,NA,0.11,0.12,0.69,272.87,106.6,NA,8.3,0.16,36.92,NA,NA,13.95,NA,NA,NA
"222",1981-05-15,"00MA",16,2.54,42.43,NA,2.14,27.7,NA,0.07,1.03,1.1,25.75,280.02,107.9,NA,8.35,0.04,36.92,NA,NA,13.46,NA,NA,NA
"223",1981-06-15,"000K",0,3.15,48.23,NA,2.61,24.26,2.58,0.03,0.01,0.04,0.14,250.1,112,NA,8.34,0.07,34.94,NA,NA,22.8,NA,NA,NA
"224",1981-06-15,"000K",5,3.24,66.54,NA,2.7,25.9,NA,0.04,0.9,0.94,6.92,244.29,106.8,NA,8.4,0.13,36.42,NA,NA,19.79,NA,NA,NA
"225",1981-06-15,"000K",10,3.16,25.9,NA,2.63,25.96,NA,0.01,0.15,0.16,2.14,240.72,104.6,NA,8.43,0.07,36.47,NA,NA,19.7,NA,NA,NA
"226",1981-06-15,"000K",16,3.19,51.36,NA,2.46,26.46,NA,0.03,0.04,0.07,0.67,242.95,102.2,NA,8.6,0.06,36.56,NA,NA,18.1,NA,NA,NA
"227",1981-06-15,"00MA",0,2.87,94.23,NA,2.45,25.7,NA,0.02,0.11,0.13,0.69,270.19,119.5,NA,8.32,0.16,36.44,NA,NA,20.6,NA,NA,NA
"228",1981-06-15,"00MA",5,2.85,14.74,NA,2.43,25.74,NA,0.03,0.35,0.38,1,228.21,100.6,NA,8.26,0.35,36.44,NA,NA,20.49,NA,NA,NA
"229",1981-06-15,"00MA",10,2.85,39.3,NA,2.43,26.18,NA,0.02,0.67,0.69,3.72,250.1,108.9,NA,8.28,0.18,36.78,NA,NA,19.8,NA,NA,NA
"230",1981-06-15,"00MA",16,2.75,43.77,NA,2.41,26.36,NA,0.02,0.96,0.98,9.6,252.78,108.8,NA,8.24,0.1,36.78,NA,NA,19.12,NA,NA,NA
"231",1981-07-15,"000K",0,2.74,34.83,NA,2.45,25.18,3.22,0.1,0.05,0.15,0.23,240.27,123.1,NA,8.08,0.22,36.47,NA,NA,22.4,NA,NA,NA
"232",1981-07-15,"000K",5,2.77,68.78,NA,2.39,25.9,4.4,0.12,0.06,0.18,1,246.97,110.6,NA,8.22,0.06,36.85,NA,NA,21.09,NA,NA,NA
"233",1981-07-15,"000K",10,2.9,115.67,NA,2.61,26.09,2.98,0.14,0.24,0.38,4,241.61,107.1,NA,8.18,0.06,36.89,NA,NA,20.49,NA,NA,NA
"234",1981-07-15,"000K",16,2.84,124.6,NA,2.56,26.1,3.14,0.14,0.14,0.28,2,254.56,111.5,NA,8.12,0.07,36.78,NA,NA,20.11,NA,NA,NA
"235",1981-07-15,"00MA",0,2.3,NA,NA,2.02,25.81,19.48,0.05,1.62,1.67,40.5,220.17,102.9,NA,8.07,0.04,37.61,NA,NA,23.4,NA,NA,NA
"236",1981-07-15,"00MA",5,2.15,NA,NA,1.84,26.26,16.33,0.05,0.49,0.54,1.53,231.79,104.4,NA,8.21,0.32,37.41,NA,NA,21.29,NA,NA,NA
"237",1981-07-15,"00MA",10,2.24,NA,NA,1.92,26.74,22.64,0.02,0.64,0.66,3.56,217.05,96.8,NA,8.21,0.18,37.81,NA,NA,20.69,NA,NA,NA
"238",1981-07-15,"00MA",16,2.15,NA,NA,1.84,26.9,4.72,0.1,0.14,0.24,0.58,207.67,91.7,NA,8.19,0.24,37.84,NA,NA,20.09,NA,NA,NA
"239",1981-08-15,"000K",0,2.88,108.52,NA,2.44,26.16,3.61,0.1,NA,0.11,0.17,215.71,98.2,NA,8.21,0.06,37.5,NA,NA,21.9,NA,NA,NA
"240",1981-08-15,"000K",5,2.75,27.69,NA,2.35,26.09,3.3,0.12,0.05,0.17,0.21,216.6,98.6,NA,8.29,0.24,37.43,NA,NA,21.98,NA,NA,NA
"241",1981-08-15,"000K",10,2.54,41.53,NA,2.11,26.16,3.61,0.12,0.19,0.31,1.27,217.94,99.2,NA,8.28,0.15,37.52,NA,NA,21.92,NA,NA,NA
"242",1981-08-15,"000K",16,2.9,36.17,NA,2.57,26.32,3.3,0.18,0.07,0.25,1.17,215.71,99.2,NA,8.13,0.06,37.74,NA,NA,21.94,NA,NA,NA
"243",1981-08-15,"00MA",0,2.85,50.02,NA,2.38,26.56,1.53,0.03,0.21,0.24,2.1,217.05,99.6,NA,8.32,0.1,38.13,NA,NA,22.2,NA,NA,NA
"244",1981-08-15,"00MA",5,2.82,4.91,NA,2.36,26.28,1.45,0.02,0.36,0.38,1.71,221.07,102,NA,8.31,0.21,37.83,NA,NA,22.39,NA,NA,NA
"245",1981-08-15,"00MA",10,2.9,82.17,NA,2.43,26.04,2.95,NA,0.28,0.29,1.27,219.73,100.6,NA,8.3,0.22,37.47,NA,NA,22.24,NA,NA,NA
"246",1981-08-15,"00MA",16,2.84,39.3,NA,2.46,26.34,NA,0.07,0.27,0.34,3,204.1,92.5,NA,8.2,0.09,37.65,NA,NA,21.67,NA,NA,NA
"247",1981-09-15,"000K",0,2.97,37.51,NA,2.5,25.64,32.2,0.07,0.15,0.22,7.5,231.79,104.6,NA,8.32,0.02,36.74,NA,NA,21.7,NA,NA,NA
"248",1981-09-15,"000K",5,2.92,83.96,NA,2.38,25.51,20.89,0.05,0.07,0.12,1.75,231.34,104.4,NA,8.4,0.04,36.62,NA,NA,21.8,NA,NA,NA
"249",1981-09-15,"000K",10,2.92,44.66,NA,1.95,25.44,35.43,0.06,0.22,0.28,3.67,230.89,103.6,NA,8.41,0.06,36.42,NA,NA,21.53,NA,NA,NA
"250",1981-09-15,"000K",16,3.1,66.1,NA,2.6,25.33,15.21,0.11,0.26,0.37,2.6,222.41,100.4,NA,8.35,0.1,36.42,NA,NA,21.95,NA,NA,NA
"251",1981-09-15,"00MA",0,2.67,73.69,NA,2.39,25.47,14.13,0.04,0.25,0.29,6.25,225.09,101.4,NA,8.26,0.04,36.49,NA,NA,21.6,NA,NA,NA
"252",1981-09-15,"00MA",5,2.5,38.85,NA,2.08,25.3,6.42,0.06,0.37,0.43,12.33,222.85,100,NA,8.3,0.03,35.9,NA,NA,20.66,NA,NA,NA
"253",1981-09-15,"00MA",10,2.61,47.34,NA,2.17,25.82,10.75,0.06,0.08,0.14,8,220.17,97.7,NA,8.33,NA,36.6,NA,NA,20.65,NA,NA,NA
"254",1981-09-15,"00MA",16,2.52,68.78,NA,2.09,25.46,1.52,0.1,0.29,0.39,4.83,225.09,101.2,NA,8.29,0.06,36.45,NA,NA,21.53,NA,NA,NA
"255",1981-10-15,"000K",0,3.08,126.39,NA,2.67,24.69,84.6,0.13,2.56,2.69,19.69,230.45,92,NA,8.26,0.13,31.83,NA,NA,16.7,NA,NA,NA
"256",1981-10-15,"000K",5,2.82,42.43,NA,2.44,26.2,7.36,0.18,1.05,1.23,4.77,202.31,85.6,NA,8.33,0.22,36.31,NA,NA,18.29,NA,NA,NA
"257",1981-10-15,"000K",10,2.76,77.26,NA,2.36,26.4,4.75,0.35,1.35,1.7,7.5,199.18,84.3,NA,8.26,0.18,36.56,NA,NA,18.31,NA,NA,NA
"258",1981-10-15,"000K",16,2.76,36.62,NA,2.39,25.84,6.28,0.37,1.7,2.07,10.63,198.29,83.9,NA,8.3,0.16,35.84,NA,NA,18.43,NA,NA,NA
"259",1981-10-15,"00MA",0,3.12,60.29,NA,2.95,24.95,3.21,0.05,2.47,2.52,19,225.98,89.9,NA,7.91,0.13,34.61,NA,NA,18.2,NA,NA,NA
"260",1981-10-15,"00MA",5,2.5,66.99,NA,2.13,26.26,3.98,0.12,1.59,1.71,6.36,218.39,92.4,NA,8.28,0.25,36.31,NA,NA,18.42,NA,NA,NA
"261",1981-10-15,"00MA",10,2.43,46,NA,2.19,26.52,2.91,0.1,1,1.1,14.29,207.67,88.4,NA,8.11,0.07,36.78,NA,NA,12.45,NA,NA,NA
"262",1981-10-15,"00MA",16,2.61,32.16,NA,2.37,26.38,3.44,0.13,0.93,1.06,4.23,207.22,88.7,NA,8.01,0.22,36.67,NA,NA,18.8,NA,NA,NA
"263",1981-11-15,"000K",0,2.43,13.4,NA,2.1,27.36,5.45,0.25,1.86,2.11,6,236.25,92.3,NA,8.37,0.31,36.56,NA,NA,14.2,NA,NA,NA
"264",1981-11-15,"000K",5,2.43,16.52,NA,2.1,27.47,6.59,0.21,1.43,1.64,6.5,245.63,96.5,NA,8.37,0.22,36.74,NA,NA,14.35,NA,NA,NA
"265",1981-11-15,"000K",10,2.48,24.56,NA,2.14,27.34,9.51,0.21,1.93,2.14,5.51,241.61,94.9,NA,8.36,0.35,36.58,NA,NA,14.35,NA,NA,NA
"266",1981-11-15,"000K",16,2.48,NA,NA,2.14,27.06,3.91,0.15,1.69,1.84,16.9,210.8,92.5,NA,8.37,0.1,36.2,NA,NA,14.35,NA,NA,NA
"267",1981-11-15,"00MA",0,2.57,40.64,NA,2.25,27.72,5.67,0.15,3.86,4.01,15.44,255.46,98.3,NA,8.25,0.25,36.81,NA,NA,13.4,NA,NA,NA
"268",1981-11-15,"00MA",5,2.55,12.06,NA,2.21,27.7,5.9,0.13,3.03,3.16,10.82,252.33,97.2,NA,8.32,0.28,36.78,NA,NA,13.45,NA,NA,NA
"269",1981-11-15,"00MA",10,2.51,44.21,NA,2.17,27.79,4.6,0.11,1.95,2.06,6.96,254.56,98.4,NA,8.33,0.28,36.89,NA,NA,13.45,NA,NA,NA
"270",1981-11-15,"00MA",16,2.53,41.98,NA,2.19,28.01,6.44,0.18,4.24,4.42,35.33,252.33,98.3,NA,8.27,0.12,37.27,NA,NA,13.75,NA,NA,NA
"271",1981-12-15,"000K",0,2.93,117.01,NA,2.62,11.01,11.24,0.17,10.47,10.64,11.9,285.82,90.5,NA,8.4,0.88,14.56,NA,NA,10.9,NA,NA,NA
"272",1981-12-15,"000K",5,2.43,26.35,NA,2.07,28.1,7.36,0.08,2.17,2.25,10.33,259.47,95.2,NA,8.39,0.21,36.74,NA,NA,11.27,NA,NA,NA
"273",1981-12-15,"000K",10,2.52,42.43,NA,2.13,28.55,6.21,0.14,1.73,1.87,28.83,245.18,90.7,NA,8.43,0.06,37.36,NA,NA,11.37,NA,NA,NA
"274",1981-12-15,"000K",16,2.49,56.27,NA,2.11,28.59,11.67,0.15,1.49,1.64,24.83,248.76,92.7,NA,8.44,0.06,37.45,NA,NA,11.59,NA,NA,NA
"275",1981-12-15,"00MA",0,2.18,99.59,NA,1.89,28.44,7.36,0.14,2.08,2.22,9.45,263.49,96.7,NA,8.3,0.22,37.12,NA,NA,11,NA,NA,NA
"276",1981-12-15,"00MA",5,1.95,88.43,NA,1.68,28.34,6.98,0.16,2.35,2.51,10.68,254.56,93.4,NA,8.3,0.22,36.98,NA,NA,10.98,NA,NA,NA
"277",1981-12-15,"00MA",10,2.05,39.75,NA,1.77,28.58,8.67,0.09,2.45,2.54,16.33,258.13,91.7,NA,8.32,0.15,36.94,NA,NA,9.49,NA,NA,NA
"278",1981-12-15,"00MA",16,1.99,41.09,NA,1.72,28.36,13.59,0.1,2.36,2.46,10.73,258.58,95.7,NA,8.3,0.22,37.09,NA,NA,11.4,NA,NA,NA
"279",1982-01-15,"000K",0,2.09,156.31,NA,1.85,28.93,1.29,1,1.25,2.25,10.86,274.21,97.3,NA,8.18,0.15,37.38,NA,NA,9.4,NA,NA,NA
"280",1982-01-15,"000K",5,2.18,49.13,NA,1.88,28.91,0.72,0.01,1.03,1.04,1,278.68,99.1,NA,8.32,0.12,37.38,NA,NA,9.52,NA,NA,NA
"281",1982-01-15,"000K",10,2.21,120.58,NA,1.88,28.91,1.4,0.44,2.96,3.4,2.11,277.79,98.8,NA,8.34,0.03,37.38,NA,NA,9.51,NA,NA,NA
"282",1982-01-15,"000K",15,2.24,78.16,NA,1.84,29.11,0.51,0.17,1.28,1.45,1.43,277.79,99.4,NA,8.47,0.13,37.66,NA,NA,9.6,NA,NA,NA
"283",1982-01-15,"000K",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.66,NA,NA,NA,NA,NA,NA
"284",1982-01-15,"00MA",0,2.55,40.19,NA,2.21,29.27,1.95,0.32,0.25,0.57,8.56,302.35,106.4,NA,8.36,0.01,37.7,NA,NA,8.9,NA,NA,NA
"285",1982-01-15,"00MA",5,2.48,NA,NA,2.13,29.26,0.53,0.58,1.14,1.72,7,265.28,93.5,NA,8.4,0.13,37.56,NA,NA,8.29,NA,NA,NA
"286",1982-01-15,"00MA",10,2.44,1.79,NA,2.09,28.89,0.49,0.64,0.01,0.65,9.25,288.5,100.9,NA,8.4,0.04,37.19,NA,NA,8.8,NA,NA,NA
"287",1982-01-15,"00MA",16,2.46,4.02,NA,2.09,29.28,0.46,0.63,0.01,0.64,16,280.02,98.7,NA,8.41,0.07,37.74,NA,NA,9.03,NA,NA,NA
